institution,canvas_host,country,curated
Austin Peace Academy,apacademy.instructure.com,,0
Austin Waldorf School,austinwaldorf.instructure.com,,0
Australian Academy of Cinemagraphic Makeup,aacm.instructure.com,,0
Australian Capital College,australiancapitalcollege.instructure.com,,0
Australian College of Rural and Remote Medicine,acrrm.instructure.com,,0
Australian College of the Arts,collarts.instructure.com,,0
Australian Data and Cyber Institute,adci.instructure.com,,0
Australian Doula College,australiandoulacollege.instructure.com,,0
Australian Human Resources Institute,ahri.instructure.com,,0
Australian Institute of Healthcare Education,aihe.instructure.com,,0
Australian Institute of Higher Education - AIIHE,aiihe.instructure.com,,0
Australian Institute of Music,aim.instructure.com,,0
Australian Institute of Technology Transfer,aitt.instructure.com,,0
Australian Montessori College,amc.instructure.com,,0
Australian National Institute of Business and Technology,anibt.instructure.com,,0
Australian School of Accounting,asoa.instructure.com,,0
Avantika University,avantika.instructure.com,,0
Ave Maria School of Law,avemarialaw.instructure.com,,0
Ave Maria University,avemaria.instructure.com,,0
Avenues: The World School,avenues.instructure.com,,0
Averett University,averett.instructure.com,,0
Avila University,avila.instructure.com,,0
AWS Academy,awsacademy.instructure.com,,0
Azure College,azure.instructure.com,,0
B&M Academies - BMLA,bmla.instructure.com,,0
B.H. Carroll Theological Institute,bhcarroll.instructure.com,,0
Babson College,babson.instructure.com,,0
BAJ British Academy of Jewellery,baj.instructure.com,,0
Baker College,baker.instructure.com,,0
Baker Web Academy,bakercharters.instructure.com,,0
Baldwin Wallace University,bw.instructure.com,,0
Baliuag University,baliuagu.instructure.com,,0
Ball State University,bsu.instructure.com,,0
Ball-Chatham Schools,bcsd5.instructure.com,,0
Bancroft - Rosalie Public School,br.instructure.com,,0
Bank Street College of Education,bankstreet.instructure.com,,0
Banning Lewis Ranch Academy,accelschoolsonlineco.instructure.com,,0
Baptist Health Sciences University,baptistu.instructure.com,,0
Baptist School of Health Professions,bshp.instructure.com,,0
Baptist University of Florida,buf.instructure.com,,0
Barcelona Technology School,barcelonatechnologyschool.instructure.com,,0
Barclay College,barclaycollege.instructure.com,,0
Barenboim-Said Akademie,barenboimsaid.instructure.com,,0
Barker College,canvas.barker.college,,0
Barrow County School System,barrow.instructure.com,,0
Barrow Neurological Institute,barrowneuro.instructure.com,,0
Barry University,barry.instructure.com,,0
Bart Charter,bart.instructure.com,,0
Bartlett City Schools,bartlett.instructure.com,,0
Barton Business School,learningbbs.instructure.com,,0
Barton College,barton.instructure.com,,0
Basehor-Linwood Middle School,usd458.instructure.com,,0
Basehor-Linwood Virtual School,blvs.instructure.com,,0
Bastyr University,bastyr.instructure.com,,0
Batchelor Institute,batchelor.instructure.com,,0
Bates Technical College,bates.instructure.com,,0
Batesville Community School Corporation,batesville.instructure.com,,0
Bay Area Medical Academy,bama.instructure.com,,0
Bay District Schools- parent,bay.instructure.com,,0
Bay Haven Charter Academy- Parent,bhca.instructure.com,,0
Bay Path University,baypath.instructure.com,,0
Bay Ridge Prep Student,bayridgeprep.instructure.com,,0
Bay State College,baystate.instructure.com,,0
Bayaan Academy,bayaanacademy.instructure.com,,0
Bayan Gardens School,bgs-bayangardensschool.instructure.com,,0
Bayou Academy,bayouacademy.instructure.com,,0
Bayside Christian College,baysidecc.instructure.com,,0
Beaches Chapel School,beacheschapel.instructure.com,,0
Beacon Academy of Nevada,banv.instructure.com,,0
Beacon College,beacon.instructure.com,,0
Beacon Hill Classical Academy,beaconhill.instructure.com,,0
Bear River Charter,bearrivercharter.instructure.com,,0
Beaver Country Day School,bcdschool.instructure.com,,0
Beck School of Practical Nursing,beck.instructure.com,,0
Beckfield College,beckfield.instructure.com,,0
Beech Grove City Schools,bgcs.instructure.com,,0
Beehive Science & Technology Academy,beehive.instructure.com,,0
BEI - Bilingual Education Institute,bei.instructure.com,,0
Bel-Rea Institute,bel-rea.instructure.com,,0
Belanger School of Nursing,belanger.instructure.com,,0
Belfast Metropolitan College,belfastmet.instructure.com,,0
Belhaven University,belhaven.instructure.com,,0
Bellarmine College Prep School,bcp.instructure.com,,0
Bellevue College,bc.instructure.com,,0
Bellin College,bellincollege.instructure.com,,0
Bellingham Technical College,btc.instructure.com,,0
Belmont College,belmontcollege.instructure.com,,0
Belmont High School,belmont-hs.instructure.com,,0
Belmont Hill School,belmonthill.instructure.com,,0
Belmont University,belmont.instructure.com,,0
Bend-La Pine Schools,bls.instructure.com,,0
Benedict College,benedict.instructure.com,,0
Benedictine College,benedictine.instructure.com,,0
"Benemérita Escuela Normal ""Educadora Rosaura Zapata""",benerz.instructure.com,,0
Bennett College,bennett.instructure.com,,0
Bentley School,bentleyschool.instructure.com,,0
Berghs School of Communication,berghs.instructure.com,,0
Berkeley City College,peralta.instructure.com,,0
Berkeley College,berkeleycollege.instructure.com,,0
Berkeley Vale Campus,bvc.instructure.com,,0
Berks Catholic High School,berkscatholic.instructure.com,,0
Berkshire School,berkshireschool.instructure.com,,0
Berry College,berry.instructure.com,,0
Best Care College,bestcarecollege.instructure.com,,0
Bethany College - Kansas,bethanylb.instructure.com,,0
Bethany Community School,bcswolves.instructure.com,,0
Bethel Christian School,bethelcs.instructure.com,,0
Bethel College,bethelcollege.instructure.com,,0
Bethel College Kansas,bethelks.instructure.com,,0
Bethel University,bethelu.instructure.com,,0
Bethel University - Indiana,betheluniversity.instructure.com,,0
Bethune-Cookman University Students,cookman.instructure.com,,0
Bexley City Schools,bexleyschools.instructure.com,,0
Bhaktivedanta Institute for Higher Studies,bihstudies.instructure.com,,0
BI Norwegian Business School,bi.instructure.com,,0
Bibleway Academy,bibleway.instructure.com,,0
Big Sky Community School,bigsky.instructure.com,,0
BigByte Education,bigbyte.instructure.com,,0
Bilakademiet,bilakademiet.instructure.com,,0
BIMM Institute,bimm.instructure.com,,0
Bio-Med Science Academy,biomed.instructure.com,,0
Bishop Alemany High School,alemany.instructure.com,,0
Bishop Carroll Catholic High School,bcchs.instructure.com,,0
Bishop Chatard High School,bishopchatard.instructure.com,,0
Bishop Garcia Diego High School,bgdhs.instructure.com,,0
Bishop Guilfoyle High School,bguilfoyle.instructure.com,,0
Bishop McNamara Catholic School,bmcss.instructure.com,,0
Bishop Mora Salesian High School,mustangsla.instructure.com,,0
Bishop Ready High School,brhs.instructure.com,,0
Bishop Verot Catholic High School,bvhs.instructure.com,,0
Black Hawk College,bhc.instructure.com,,0
Blackpool and The Fylde College,bfc.instructure.com,,0
Blackstone Valley Prep,blackstonevalleyprep.instructure.com,,0
Blended Schools,blendedschools.instructure.com,,0
Blessed Trinity Catholic School,blessedtrinitycatholicschool.instructure.com,,0
Blessing Rieman College of Nursing & Health Sciences - BRCN,brcn.instructure.com,,0
Blindside University,blindside.instructure.com,,0
Bloomfield Academy,bloomfieldacademy.instructure.com,,0
Bloomfield Hills Schools,bloomfieldhills.instructure.com,,0
Bloomsbury Institute Staff CPD,bloomsburycpd.instructure.com,,0
Blue Cliff College,bluecliffcollege.instructure.com,,0
Blue Mountain College,bmc.instructure.com,,0
Bluefield College,bluefield.instructure.com,,0
BluLever Education,blulever.instructure.com,,0
Bob Jones University,bju.instructure.com,,0
Bolivar Schools,bolivarschools.instructure.com,,0
Borders College,borderscollege.instructure.com,,0
Boston College,bostoncollege.instructure.com,,0
Boston College High School,bchigh.instructure.com,,0
Boston College UK,boston.instructure.com,,0
Bourgade Catholic High School,bourgadecatholic.instructure.com,,0
Bowling Green State University,bgsu.instructure.com,,0
Bowman School,bowmanschool.instructure.com,,0
Boylan Catholic High School,boylan.instructure.com,,0
Bradford Preparatory School,bradfordprepschool.instructure.com,,0
Braille Institute of America,brailleinstitute.instructure.com,,0
Brenau University,brenau.instructure.com,,0
Brentwood Academy,brentwoodacademy.instructure.com,,0
Brest Business School,bbs.instructure.com,,0
Brevard College,brevardcollege.instructure.com,,0
Brewster Academy,brewster.instructure.com,,0
Bridge Prep Academy of Riverview,bridgeprepriverviewmiddlehigh.instructure.com,,0
Bridgerland Technical College,btech.instructure.com,,0
Bridgewater College,bridgewater.instructure.com,,0
Briercrest College and Seminary,briercrest.instructure.com,,0
Brigham Young University - Idaho,byui.instructure.com,,0
Brisbane Grammar School,bgs.instructure.com,,0
Bristol Tennessee City Schools,btcs.instructure.com,,0
British Modern International School Doha Qatar,bmis.instructure.com,,0
British University in Georgia,bug.instructure.com,,0
Brockenhurst College,brock.instructure.com,,0
Brockton School,brockton.instructure.com,,0
Bronston Canadian Academy,bronston.instructure.com,,0
Brooklyn Center Community Schools,bccs286.instructure.com,,0
Brooklyn Law School,brooklaw.instructure.com,,0
Brophy College Prepatory,brophyprep.instructure.com,,0
Broughton Anglican College,broughton.instructure.com,,0
Browning School,browning.instructure.com,,0
Bruderhof Schools,ccflearn.instructure.com,,0
Brussels School of Governance,bsog.instructure.com,,0
Bryan College,bryancollege.instructure.com,,0
Bryan College of Health Sciences,bryanhealthcollege.instructure.com,,0
Bryan University,buconnect.instructure.com,,0
Bryant University,bryant.instructure.com,,0
Buckeye Community School,buckeyecs.instructure.com,,0
Buckeye Online School for Success,buckeye.instructure.com,,0
Buena Vista University,bvu.instructure.com,,0
Buford City Schools,bufordcityschools.instructure.com,,0
Builders Academy,buildersacademy.instructure.com,,0
Built Form Design Academy,bfda.instructure.com,,0
Bundaberg Christian College,bcc.instructure.com,,0
Bungendore High School,bungendorehs.instructure.com,,0
Burke Mountain Academy,bma.instructure.com,,0
Burr & Burton Academy,bba.instructure.com,,0
Burrell College of Osteopathic Medicine,burrellcollege.instructure.com,,0
Burris Laboratory School,burris.instructure.com,,0
Burton and South Derbyshire College,bsdc.instructure.com,,0
Bury College,burycollege.instructure.com,,0
Bushnell University,bushnell.instructure.com,,0
Butler University,butler.instructure.com,,0
BYU J. Reuben Clark Law School,byulaw.instructure.com,,0
C&K College - Childcare and Kindergarten,candk.instructure.com,,0
C3 College,c3college.instructure.com,,0
Cabarrus College of Health Science,cabarruscollege.instructure.com,,0
Cabrillo College,cabrillo.instructure.com,,0
Cairnmillar Institute,cairnmillar.instructure.com,,0
Calbright College,calbright.instructure.com,,0
Calexico Unified,cusdk12.instructure.com,,0
California Aeronautical University,calaero.instructure.com,,0
California Baptist University,calbaptist.instructure.com,,0
California Career Institute,calinstitute.instructure.com,,0
California Community Colleges,ccconlineed.instructure.com,,0
California Distance Learning Cooperative - Adult Education,aecalifornia.instructure.com,,0
California Institute for Human Science,cihs.instructure.com,,0
California Institute of Advanced Management,ciam.instructure.com,,0
California Institute of Integral Studies,ciis.instructure.com,,0
California Northstate University,cnsu.instructure.com,,0
California Nurses Educational Institute,cnei.instructure.com,,0
California Southern University,calsouthern.instructure.com,,0
California State University - Stanislaus,csustan.instructure.com,,0
California State University Bakersfield,csub.instructure.com,,0
California State University Los Angeles,calstatela.instructure.com,,0
California State University San Marcos,csusm.instructure.com,,0
"California State University, Channel Islands",csuci.instructure.com,,0
"California State University, East Bay",csueb.instructure.com,,0
"California State University, Monterey Bay",csumb.instructure.com,,0
"California State University, Monterey Bay - mbaonline.csumb.edu",csumbonline.instructure.com,,0
California University of Science and Medicine,calmed.instructure.com,,0
California Western School of Law,cwsl.instructure.com,,0
Caloundra City Private School,ccpsqld.instructure.com,,0
Calvary Bible College and Theological Seminary,calvary.instructure.com,,0
Calvary Christian High School,calvarychs.instructure.com,,0
Calvin Seminary,cts.instructure.com,,0
Camas Valley School Dist 21,camasvalley.instructure.com,,0
Cambridge Academy of Dental Implantology,cadi.instructure.com,,0
Cambridge College,ccg.instructure.com,,0
Cambridge Education Group,ceg.instructure.com,,0
Camden County College,camdencc.instructure.com,,0
Camden Haven High School,camdenhaven.instructure.com,,0
Camden High School,camden.instructure.com,,0
Campus School Kimball - grades k-5,universityschoolsk12.instructure.com,,0
Canada's National Ballet School,nbs-enb.instructure.com,,0
Canadian All Care College,cacc.instructure.com,,0
Canadian Memorial Chiropractic College,cmcc.instructure.com,,0
